StreamID: 289
Parameters: FLOW_OUTcms, ORGN_OUTkg
Dates: 01/01/2001 - 12/31/2015



UTCoffset(sec)   Date(m/d/y)   FLOW_OUTcms   ORGN_OUTkg
1191888000       10/9/2007     318.2         116.9        
1191974400       10/10/2007    297.9         18.15        
1192060800       10/11/2007    277.5         3.173        
1192147200       10/12/2007    274.5         147.4        
1192233600       10/13/2007    260.9         42.61        
1192320000       10/14/2007    240.8         5.343        
1192406400       10/15/2007    222.9         0.7611       
1192492800       10/16/2007    204.6         0.1122       
1192579200       10/17/2007    186.1         0.0171       
1192665600       10/18/2007    169.3         0.0          
1192752000       10/19/2007    154.1         0.0          
1192838400       10/20/2007    140.4         0.0          
1192924800       10/21/2007    128.3         0.0          
1193011200       10/22/2007    117.5         0.0          
1193097600       10/23/2007    106.9         0.0          
1193184000       10/24/2007    98.91         0.0          
1193270400       10/25/2007    92.14         0.0          
1193356800       10/26/2007    85.35         0.0          
1193443200       10/27/2007    80.7          0.0          
1193529600       10/28/2007    76.91         0.0          
1193616000       10/29/2007    71.84         0.0          
1193702400       10/30/2007    69.06         0.0          
1193788800       10/31/2007    67.59         0.0          
1193875200       11/1/2007     63.48         0.0          
1193961600       11/2/2007     60.34         0.0          
1194048000       11/3/2007     58.8          0.0          
1194134400       11/4/2007     56.26         0.0          
1194220800       11/5/2007     54.35         0.0          
1194307200       11/6/2007     51.59         0.0          
1194393600       11/7/2007     50.81         0.0          
1194480000       11/8/2007     48.77         0.0          
1194566400       11/9/2007     46.7          0.0          
1194652800       11/10/2007    46.2          0.0          
1194739200       11/11/2007    43.74         0.0          
1194825600       11/12/2007    43.51         0.0          
1194912000       11/13/2007    41.15         0.0          
1194998400       11/14/2007    40.96         0.0          
1195084800       11/15/2007    38.69         0.0          
1195171200       11/16/2007    38.61         0.0          
1195257600       11/17/2007    36.51         0.0          
1195344000       11/18/2007    35.68         0.0          
1195430400       11/19/2007    35.28         0.0          
1195516800       11/20/2007    33.46         0.0          
1195603200       11/21/2007    33.38         0.0          
1195689600       11/22/2007    31.51         0.0          
1195776000       11/23/2007    31.49         0.0          
1195862400       11/24/2007    29.71         0.0          
1195948800       11/25/2007    29.08         0.0          
1196035200       11/26/2007    28.77         0.0          
1196121600       11/27/2007    27.24         0.0          
1196208000       11/28/2007    26.67         0.0          
1196294400       11/29/2007    26.46         0.0          
1196380800       11/30/2007    25.0          0.0          
1196467200       12/1/2007     25.05         0.0          
1196553600       12/2/2007     23.55         0.0          
1196640000       12/3/2007     22.97         0.0          
1196726400       12/4/2007     22.86         0.0          
1196812800       12/5/2007     21.5          0.0          
1196899200       12/6/2007     21.0          0.0          
1196985600       12/7/2007     20.92         0.0          
1197072000       12/8/2007     19.68         0.0          
1197158400       12/9/2007     19.14         0.0          
1197244800       12/10/2007    19.08         0.0          
1197331200       12/11/2007    18.0          0.0          
1197417600       12/12/2007    17.52         0.0          
1197504000       12/13/2007    17.44         0.0          
1197590400       12/14/2007    16.37         0.0          
1197676800       12/15/2007    15.95         0.0          
1197763200       12/16/2007    15.98         0.0          
1197849600       12/17/2007    14.99         0.0          
1197936000       12/18/2007    14.65         0.0          
1198022400       12/19/2007    14.23         0.0          
1198108800       12/20/2007    14.23         0.0          
1198195200       12/21/2007    13.27         0.0          
1198281600       12/22/2007    12.93         0.0          
1198368000       12/23/2007    12.54         0.0          
1198454400       12/24/2007    12.62         0.0          
1198540800       12/25/2007    11.79         0.0          
1198627200       12/26/2007    11.49         0.0          
1198713600       12/27/2007    11.14         0.0          
1198800000       12/28/2007    11.2          0.0          
1198886400       12/29/2007    10.38         0.0          
1198972800       12/30/2007    10.15         0.0          
1199059200       12/31/2007    9.87          0.0          
1199145600       1/1/2008      9.94          0.0          
1199232000       1/2/2008      9.251         0.0          
1199318400       1/3/2008      9.002         0.0          
1199404800       1/4/2008      8.724         0.0          
1199491200       1/5/2008      8.847         0.0          
1199577600       1/6/2008      8.218         0.0          
1199664000       1/7/2008      7.947         0.0          
1199750400       1/8/2008      7.682         0.0          
1199836800       1/9/2008      7.474         0.0          
1199923200       1/10/2008     7.606         0.0          
1200009600       1/11/2008     7.01          0.0          
1200096000       1/12/2008     6.781         0.0          
1200182400       1/13/2008     6.578         0.0          
1200268800       1/14/2008     6.373         0.0          
1200355200       1/15/2008     6.507         0.0          
1200441600       1/16/2008     6.053         0.0          
1200528000       1/17/2008     5.891         0.0          
1200614400       1/18/2008     5.716         0.0          
1200700800       1/19/2008     5.501         0.0          
1200787200       1/20/2008     5.642         0.0          
1200873600       1/21/2008     5.22          0.0          
1200960000       1/22/2008     5.044         0.0          
1201046400       1/23/2008     4.913         0.0          
1201132800       1/24/2008     4.771         0.0          
1201219200       1/25/2008     4.617         0.0          
1201305600       1/26/2008     4.494         0.0          
1201392000       1/27/2008     4.65          0.0          
1201478400       1/28/2008     4.277         0.0          
1201564800       1/29/2008     4.12          0.0          
1201651200       1/30/2008     4.666         0.0          
1201737600       1/31/2008     4.746         0.0          
1201824000       2/1/2008      6.067         0.0          
1201910400       2/2/2008      5.896         0.0          
1201996800       2/3/2008      5.627         0.0          
1202083200       2/4/2008      4.941         0.0          
1202169600       2/5/2008      4.568         0.0          
1202256000       2/6/2008      4.519         0.0          
1202342400       2/7/2008      3.991         0.0          
1202428800       2/8/2008      3.748         0.0          
1202515200       2/9/2008      3.78          0.0          
1202601600       2/10/2008     3.389         0.0          
1202688000       2/11/2008     3.175         0.0          
1202774400       2/12/2008     3.03          0.0          
1202860800       2/13/2008     2.914         0.0          
1202947200       2/14/2008     2.965         0.0          
1203033600       2/15/2008     2.684         0.0          
1203120000       2/16/2008     2.598         0.0          
1203206400       2/17/2008     2.497         0.0          
1203292800       2/18/2008     2.368         0.0          
1203379200       2/19/2008     2.291         0.0          
1203465600       2/20/2008     2.412         0.0          
1203552000       2/21/2008     2.132         0.0          
1203638400       2/22/2008     2.016         0.0          
1203724800       2/23/2008     1.894         0.0          
1203811200       2/24/2008     1.816         0.0          
1203897600       2/25/2008     1.787         0.0          
1203984000       2/26/2008     2.023         0.0          
1204070400       2/27/2008     2.003         0.0          
1204156800       2/28/2008     1.806         0.0          
1204243200       2/29/2008     1.723         0.0          
1204329600       3/1/2008      1.769         0.0          
1204416000       3/2/2008      1.583         0.0          
1204502400       3/3/2008      1.503         0.0          
1204588800       3/4/2008      1.415         0.0          
1204675200       3/5/2008      1.364         0.0          
1204761600       3/6/2008      1.31          0.0          
1204848000       3/7/2008      1.274         0.0          
1204934400       3/8/2008      1.201         0.0          
1205020800       3/9/2008      1.439         0.0          
1205107200       3/10/2008     1.195         0.0          
1205193600       3/11/2008     1.274         0.0          
1205280000       3/12/2008     1.136         0.0          
1205366400       3/13/2008     1.041         0.0          
1205452800       3/14/2008     0.9212        0.0          
1205539200       3/15/2008     0.8549        0.0          
1205625600       3/16/2008     2.21          0.0          
1205712000       3/17/2008     2.515         0.0          
1205798400       3/18/2008     2.548         0.0          
1205884800       3/19/2008     2.248         0.0          
1205971200       3/20/2008     2.154         0.0          
1206057600       3/21/2008     1.923         0.0          
1206144000       3/22/2008     3.406         0.0          
1206230400       3/23/2008     3.568         0.0          
1206316800       3/24/2008     3.1           0.0          
1206403200       3/25/2008     2.844         0.0          
1206489600       3/26/2008     2.562         0.0          
1206576000       3/27/2008     2.328         0.0          
1206662400       3/28/2008     2.066         0.0          
1206748800       3/29/2008     1.609         0.0          
1206835200       3/30/2008     11.14         0.0          
1206921600       3/31/2008     12.89         0.0          
1207008000       4/1/2008      12.54         0.0          
1207094400       4/2/2008      15.12         0.0          
1207180800       4/3/2008      13.17         0.0          
1207267200       4/4/2008      11.33         0.0          
1207353600       4/5/2008      10.14         0.0          
1207440000       4/6/2008      8.412         0.0          
1207526400       4/7/2008      8.582         0.0          
1207612800       4/8/2008      7.48          0.0          
1207699200       4/9/2008      6.128         0.0          
1207785600       4/10/2008     5.422         0.0          
1207872000       4/11/2008     12.12         0.0          
1207958400       4/12/2008     11.53         0.0          
1208044800       4/13/2008     12.39         0.0          
1208131200       4/14/2008     10.51         0.0          
1208217600       4/15/2008     16.25         0.0          
1208304000       4/16/2008     14.52         0.0          
1208390400       4/17/2008     12.29         0.0          
1208476800       4/18/2008     9.888         0.0          
1208563200       4/19/2008     8.677         0.0          
1208649600       4/20/2008     7.027         0.0          
1208736000       4/21/2008     6.332         0.0          
1208822400       4/22/2008     6.31          0.0          
1208908800       4/23/2008     8.249         0.0          
1208995200       4/24/2008     7.916         0.0          
1209081600       4/25/2008     6.811         0.0          
1209168000       4/26/2008     5.638         0.0          
1209254400       4/27/2008     4.927         0.0          
1209340800       4/28/2008     8.527         0.0          
1209427200       4/29/2008     9.853         0.0          
1209513600       4/30/2008     12.96         0.0          
1209600000       5/1/2008      11.12         0.0          
1209686400       5/2/2008      16.0          0.0          
1209772800       5/3/2008      18.14         0.0          
1209859200       5/4/2008      15.28         0.0          
1209945600       5/5/2008      13.27         0.0          
1210032000       5/6/2008      12.65         0.0          
1210118400       5/7/2008      18.04         0.0          
1210204800       5/8/2008      28.36         0.0          
1210291200       5/9/2008      66.25         1.709        
1210377600       5/10/2008     79.78         0.3642       
1210464000       5/11/2008     77.3          0.04982      
1210550400       5/12/2008     74.85         0.007493     
1210636800       5/13/2008     70.35         0.0          
1210723200       5/14/2008     63.81         0.0          
1210809600       5/15/2008     57.65         0.0          
1210896000       5/16/2008     57.25         0.0          
1210982400       5/17/2008     57.23         0.0          
1211068800       5/18/2008     63.26         0.0          
1211155200       5/19/2008     66.13         0.0          
1211241600       5/20/2008     60.6          0.0          
1211328000       5/21/2008     81.11         0.0          
1211414400       5/22/2008     78.66         0.0          
1211500800       5/23/2008     76.7          0.0          
1211587200       5/24/2008     79.49         0.0          
1211673600       5/25/2008     74.62         0.0          
1211760000       5/26/2008     76.4          0.0          
1211846400       5/27/2008     76.16         0.0          
1211932800       5/28/2008     97.92         2.154        
1212019200       5/29/2008     91.85         0.2896       
1212105600       5/30/2008     121.6         83.12        
1212192000       5/31/2008     152.5         299.9        
1212278400       6/1/2008      281.5         3758.0       
1212364800       6/2/2008      218.9         408.2        
1212451200       6/3/2008      253.8         475.9        
1212537600       6/4/2008      282.6         955.7        
1212624000       6/5/2008      298.0         864.9        
1212710400       6/6/2008      275.0         129.4        
1212796800       6/7/2008      259.0         16.96        
1212883200       6/8/2008      239.5         2.548        
1212969600       6/9/2008      218.3         0.4074       
1213056000       6/10/2008     239.3         506.0        
1213142400       6/11/2008     304.2         1391.0       
1213228800       6/12/2008     275.1         486.4        
1213315200       6/13/2008     319.8         811.0        
1213401600       6/14/2008     321.5         885.7        
1213488000       6/15/2008     286.4         111.9        
1213574400       6/16/2008     265.1         14.8         
1213660800       6/17/2008     257.8         20.19        
1213747200       6/18/2008     296.4         442.0        
1213833600       6/19/2008     368.8         2885.0       
1213920000       6/20/2008     338.8         1123.0       
1214006400       6/21/2008     459.5         3750.0       
1214092800       6/22/2008     332.6         369.2        
1214179200       6/23/2008     329.0         196.9        
1214265600       6/24/2008     299.4         28.03        
1214352000       6/25/2008     274.6         6.069        
1214438400       6/26/2008     249.6         1.532        
1214524800       6/27/2008     386.1         3152.0       
1214611200       6/28/2008     338.4         914.3        
1214697600       6/29/2008     331.8         598.9        
1214784000       6/30/2008     960.0         11930.0      
1214870400       7/1/2008      451.2         1685.0       
1214956800       7/2/2008      390.8         587.2        
1215043200       7/3/2008      346.2         149.2        
1215129600       7/4/2008      319.3         49.68        
1215216000       7/5/2008      332.7         386.4        
1215302400       7/6/2008      418.5         1584.0       
1215388800       7/7/2008      353.4         331.2        
1215475200       7/8/2008      526.0         2918.0       
1215561600       7/9/2008      398.5         472.9        
1215648000       7/10/2008     363.7         116.9        
1215734400       7/11/2008     346.5         57.31        
1215820800       7/12/2008     546.7         3821.0       
1215907200       7/13/2008     412.8         628.2        
1215993600       7/14/2008     370.2         133.1        
1216080000       7/15/2008     339.0         27.68        
1216166400       7/16/2008     716.1         5721.0       
1216252800       7/17/2008     1327.0        26730.0      
1216339200       7/18/2008     816.0         7907.0       
1216425600       7/19/2008     580.7         2068.0       
1216512000       7/20/2008     490.3         540.0        
1216598400       7/21/2008     519.1         942.3        
1216684800       7/22/2008     464.6         223.6        
1216771200       7/23/2008     473.5         288.5        
1216857600       7/24/2008     417.2         42.36        
1216944000       7/25/2008     380.1         6.42         
1217030400       7/26/2008     351.6         2.406        
1217116800       7/27/2008     451.3         1230.0       
1217203200       7/28/2008     347.2         99.14        
1217289600       7/29/2008     389.2         527.0        
1217376000       7/30/2008     381.3         434.5        
1217462400       7/31/2008     415.5         705.6        
1217548800       8/1/2008      350.5         64.38        
1217635200       8/2/2008      322.2         8.597        
1217721600       8/3/2008      300.7         5.997        
1217808000       8/4/2008      337.9         437.8        
1217894400       8/5/2008      307.8         96.12        
1217980800       8/6/2008      316.6         169.4        
1218067200       8/7/2008      292.9         30.12        
1218153600       8/8/2008      275.3         3.896        
1218240000       8/9/2008      256.6         0.5508       
1218326400       8/10/2008     241.7         0.5539       
1218412800       8/11/2008     258.5         81.08        
1218499200       8/12/2008     253.9         64.91        
1218585600       8/13/2008     234.8         6.696        
1218672000       8/14/2008     218.0         0.9323       
1218758400       8/15/2008     201.6         0.1348       
1218844800       8/16/2008     187.6         0.01995      
1218931200       8/17/2008     172.6         0.0          
1219017600       8/18/2008     159.7         0.0          
1219104000       8/19/2008     197.1         123.8        
1219190400       8/20/2008     179.4         13.67        
1219276800       8/21/2008     237.1         293.8        
1219363200       8/22/2008     202.6         23.86        
1219449600       8/23/2008     194.4         3.373        
1219536000       8/24/2008     191.3         1.272        
1219622400       8/25/2008     182.5         0.137        
1219708800       8/26/2008     170.6         0.01838      
1219795200       8/27/2008     159.2         0.0          
1219881600       8/28/2008     151.2         0.0          
1219968000       8/29/2008     148.6         0.01579      
1220054400       8/30/2008     139.1         0.0          
1220140800       8/31/2008     132.8         0.0          
1220227200       9/1/2008      133.2         0.03411      
1220313600       9/2/2008      126.1         0.0          
1220400000       9/3/2008      119.2         0.0          
1220486400       9/4/2008      174.8         117.3        
1220572800       9/5/2008      208.4         176.4        
1220659200       9/6/2008      189.4         15.43        
1220745600       9/7/2008      197.8         11.77        
1220832000       9/8/2008      191.0         1.32         
1220918400       9/9/2008      183.5         0.1836       
1221004800       9/10/2008     171.3         0.02656      
1221091200       9/11/2008     159.0         0.0          
1221177600       9/12/2008     147.5         0.0          
1221264000       9/13/2008     139.8         0.0          
1221350400       9/14/2008     146.7         2.875        
1221436800       9/15/2008     191.3         153.5        
1221523200       9/16/2008     190.8         24.37        
1221609600       9/17/2008     230.9         93.92        
1221696000       9/18/2008     219.1         10.48        
1221782400       9/19/2008     217.8         3.808        
1221868800       9/20/2008     269.5         254.4        
1221955200       9/21/2008     269.9         110.1        
1222041600       9/22/2008     264.6         23.57        
1222128000       9/23/2008     247.9         2.843        
1222214400       9/24/2008     232.2         0.4069       
1222300800       9/25/2008     215.9         0.06024      
1222387200       9/26/2008     224.9         38.44        
1222473600       9/27/2008     207.6         3.722        
1222560000       9/28/2008     344.4         984.1        
1222646400       9/29/2008     247.1         83.83        
1222732800       9/30/2008     299.4         262.8        
1222819200       10/1/2008     250.3         23.82        
1222905600       10/2/2008     233.2         3.595        
1222992000       10/3/2008     385.4         861.5        
1223078400       10/4/2008     610.8         16060.0      
1223164800       10/5/2008     382.4         1703.0       
1223251200       10/6/2008     493.1         7559.0       
1223337600       10/7/2008     386.5         825.0        
1223424000       10/8/2008     352.9         117.5        
1223510400       10/9/2008     325.6         20.41        
1223596800       10/10/2008    298.3         4.061        
1223683200       10/11/2008    271.1         0.9348       
1223769600       10/12/2008    244.9         0.2467       
1223856000       10/13/2008    220.6         0.07089      
1223942400       10/14/2008    198.6         0.02145      
1224028800       10/15/2008    179.1         0.0          
1224115200       10/16/2008    161.3         0.0          
1224201600       10/17/2008    146.1         0.0          
1224288000       10/18/2008    132.7         0.0          
1224374400       10/19/2008    172.8         1441.0       
1224460800       10/20/2008    144.0         138.2        
1224547200       10/21/2008    141.5         19.23        
1224633600       10/22/2008    133.0         2.772        
1224720000       10/23/2008    136.9         17.85        
1224806400       10/24/2008    129.1         1.698        
1224892800       10/25/2008    121.3         0.2161       
1224979200       10/26/2008    112.5         0.03033      
1225065600       10/27/2008    104.7         0.0          
1225152000       10/28/2008    97.91         0.0          
1225238400       10/29/2008    91.92         0.0          
1225324800       10/30/2008    87.5          0.0          
1225411200       10/31/2008    82.51         0.0          
1225497600       11/1/2008     87.88         0.008645     
1225584000       11/2/2008     148.2         1325.0       
1225670400       11/3/2008     142.8         128.1        
1225756800       11/4/2008     153.4         18.86        
1225843200       11/5/2008     159.6         2.686        
1225929600       11/6/2008     153.9         0.3777       
1226016000       11/7/2008     147.7         0.05491      
1226102400       11/8/2008     143.5         0.0          
1226188800       11/9/2008     133.7         0.0          
1226275200       11/10/2008    123.8         0.0          
1226361600       11/11/2008    113.5         0.0          
1226448000       11/12/2008    104.0         0.0          
1226534400       11/13/2008    95.08         0.0          
1226620800       11/14/2008    88.05         0.0          
1226707200       11/15/2008    80.35         0.0          
1226793600       11/16/2008    75.88         0.0          
1226880000       11/17/2008    70.12         0.0          
1226966400       11/18/2008    64.96         0.0          
1227052800       11/19/2008    61.22         0.0          
1227139200       11/20/2008    57.69         0.0          
1227225600       11/21/2008    54.59         0.0          
1227312000       11/22/2008    51.78         0.0          
1227398400       11/23/2008    49.36         0.0          
1227484800       11/24/2008    47.21         0.0          
1227571200       11/25/2008    45.26         0.0          
1227657600       11/26/2008    43.51         0.0          
1227744000       11/27/2008    41.2          0.0          
1227830400       11/28/2008    40.62         0.0          
1227916800       11/29/2008    38.25         0.0          
1228003200       11/30/2008    37.98         0.0          
1228089600       12/1/2008     35.78         0.0          
1228176000       12/2/2008     35.67         0.0          
1228262400       12/3/2008     33.58         0.0          
1228348800       12/4/2008     33.43         0.0          
1228435200       12/5/2008     31.56         0.0          
1228521600       12/6/2008     31.55         0.0          
1228608000       12/7/2008     29.75         0.0          
1228694400       12/8/2008     29.13         0.0          
1228780800       12/9/2008     28.74         0.0          
1228867200       12/10/2008    27.28         0.0          
1228953600       12/11/2008    26.76         0.0          
1229040000       12/12/2008    26.52         0.0          
1229126400       12/13/2008    25.06         0.0          
1229212800       12/14/2008    25.14         0.0          
1229299200       12/15/2008    23.66         0.0          
1229385600       12/16/2008    23.17         0.0          
1229472000       12/17/2008    22.98         0.0          
1229558400       12/18/2008    21.72         0.0          
1229644800       12/19/2008    21.32         0.0          
1229731200       12/20/2008    21.17         0.0          
1229817600       12/21/2008    19.89         0.0          
1229904000       12/22/2008    19.44         0.0          
1229990400       12/23/2008    18.89         0.0          
1230076800       12/24/2008    18.88         0.0          
1230163200       12/25/2008    17.75         0.0          
1230249600       12/26/2008    17.48         0.0          
1230336000       12/27/2008    17.44         0.0          
1230422400       12/28/2008    16.29         0.0          
1230508800       12/29/2008    15.88         0.0          
1230595200       12/30/2008    15.87         0.0          
1230681600       12/31/2008    14.9          0.0          
1230768000       1/1/2009      14.62         0.0          
1230854400       1/2/2009      14.21         0.0          
1230940800       1/3/2009      14.21         0.0          
1231027200       1/4/2009      13.26         0.0          
1231113600       1/5/2009      12.94         0.0          
1231200000       1/6/2009      12.58         0.0          
1231286400       1/7/2009      12.66         0.0          
1231372800       1/8/2009      11.83         0.0          
1231459200       1/9/2009      11.57         0.0          
1231545600       1/10/2009     11.15         0.0          
1231632000       1/11/2009     11.28         0.0          
1231718400       1/12/2009     10.55         0.0          
1231804800       1/13/2009     10.26         0.0          
1231891200       1/14/2009     9.97          0.0          
1231977600       1/15/2009     10.02         0.0          
1232064000       1/16/2009     9.381         0.0          
1232150400       1/17/2009     9.162         0.0          
1232236800       1/18/2009     8.856         0.0          
1232323200       1/19/2009     8.604         0.0          
1232409600       1/20/2009     8.73          0.0          
1232496000       1/21/2009     8.069         0.0          
1232582400       1/22/2009     7.875         0.0          
1232668800       1/23/2009     7.651         0.0          
1232755200       1/24/2009     7.776         0.0          
1232841600       1/25/2009     7.225         0.0          
1232928000       1/26/2009     7.013         0.0          
1233014400       1/27/2009     6.81          0.0          
1233100800       1/28/2009     6.636         0.0          
1233187200       1/29/2009     6.43          0.0          
1233273600       1/30/2009     6.555         0.0          
1233360000       1/31/2009     6.078         0.0          
1233446400       2/1/2009      5.848         0.0          
1233532800       2/2/2009      5.64          0.0          
1233619200       2/3/2009      5.434         0.0          
1233705600       2/4/2009      5.531         0.0          
1233792000       2/5/2009      5.091         0.0          
1233878400       2/6/2009      4.961         0.0          
1233964800       2/7/2009      4.857         0.0          
1234051200       2/8/2009      4.71          0.0          
1234137600       2/9/2009      4.594         0.0          
1234224000       2/10/2009     4.443         0.0          
1234310400       2/11/2009     4.517         0.0          
1234396800       2/12/2009     4.121         0.0          
1234483200       2/13/2009     3.985         0.0          
1234569600       2/14/2009     3.903         0.0          
1234656000       2/15/2009     3.804         0.0          
1234742400       2/16/2009     3.729         0.0          
1234828800       2/17/2009     3.579         0.0          
1234915200       2/18/2009     3.72          0.0          
1235001600       2/19/2009     3.456         0.0          
1235088000       2/20/2009     3.578         0.0          
1235174400       2/21/2009     3.402         0.0          
1235260800       2/22/2009     3.145         0.0          
1235347200       2/23/2009     3.074         0.0          
1235433600       2/24/2009     2.963         0.0          
1235520000       2/25/2009     3.044         0.0          
1235606400       2/26/2009     2.756         0.0          
1235692800       2/27/2009     2.677         0.0          
1235779200       2/28/2009     2.614         0.0          
1235865600       3/1/2009      2.509         0.0          
1235952000       3/2/2009      2.413         0.0          
1236038400       3/3/2009      2.358         0.0          
1236124800       3/4/2009      2.236         0.0          
1236211200       3/5/2009      2.371         0.0          
1236297600       3/6/2009      2.187         0.0          
1236384000       3/7/2009      2.079         0.0          
1236470400       3/8/2009      2.012         0.0          
1236556800       3/9/2009      1.953         0.0          
1236643200       3/10/2009     1.886         0.0          
1236729600       3/11/2009     1.828         0.0          
1236816000       3/12/2009     1.741         0.0          
1236902400       3/13/2009     1.652         0.0          
1236988800       3/14/2009     1.742         0.0          
1237075200       3/15/2009     1.642         0.0          
1237161600       3/16/2009     1.599         0.0          
1237248000       3/17/2009     1.546         0.0          
1237334400       3/18/2009     1.829         0.0          
1237420800       3/19/2009     1.745         0.0          
1237507200       3/20/2009     2.433         0.0          
1237593600       3/21/2009     2.366         0.0          
1237680000       3/22/2009     2.272         0.0          
1237766400       3/23/2009     4.085         0.0          
1237852800       3/24/2009     7.349         0.0          
1237939200       3/25/2009     10.22         0.0          
1238025600       3/26/2009     9.066         0.0          
1238112000       3/27/2009     8.086         0.0          
1238198400       3/28/2009     6.807         0.0          
1238284800       3/29/2009     5.784         0.0          
1238371200       3/30/2009     5.986         0.0          
1238457600       3/31/2009     5.397         0.0          
1238544000       4/1/2009      4.829         0.0          
1238630400       4/2/2009      3.882         0.0          
1238716800       4/3/2009      3.432         0.0          
1238803200       4/4/2009      2.982         0.0          
1238889600       4/5/2009      2.768         0.0          
1238976000       4/6/2009      2.342         0.0          
1239062400       4/7/2009      2.417         0.0          
1239148800       4/8/2009      1.925         0.0          
1239235200       4/9/2009      1.7           0.0          
1239321600       4/10/2009     2.153         0.0          
1239408000       4/11/2009     2.389         0.0          
1239494400       4/12/2009     4.088         0.0          
1239580800       4/13/2009     3.993         0.0          
1239667200       4/14/2009     3.789         0.0          
1239753600       4/15/2009     3.543         0.0          
1239840000       4/16/2009     2.97          0.0          
1239926400       4/17/2009     2.354         0.0          
1240012800       4/18/2009     2.172         0.0          
1240099200       4/19/2009     1.754         0.0          
1240185600       4/20/2009     1.641         0.0          
1240272000       4/21/2009     1.58          0.0          
1240358400       4/22/2009     1.501         0.0          
1240444800       4/23/2009     1.195         0.0          
1240531200       4/24/2009     1.067         0.0          
1240617600       4/25/2009     5.222         0.0          
1240704000       4/26/2009     6.147         0.0          
1240790400       4/27/2009     5.587         0.0          
1240876800       4/28/2009     6.477         0.0          
1240963200       4/29/2009     6.025         0.0          
1241049600       4/30/2009     5.171         0.0          
1241136000       5/1/2009      4.452         0.0          
1241222400       5/2/2009      4.178         0.0          
1241308800       5/3/2009      3.691         0.0          
1241395200       5/4/2009      2.744         0.0          
1241481600       5/5/2009      2.394         0.0          
1241568000       5/6/2009      2.514         0.0          
1241654400       5/7/2009      2.166         0.0          
1241740800       5/8/2009      4.502         0.0          
1241827200       5/9/2009      4.824         0.0          
1241913600       5/10/2009     17.08         0.0          
1242000000       5/11/2009     16.33         0.0          
1242086400       5/12/2009     14.98         0.0          
1242172800       5/13/2009     14.12         0.0          
1242259200       5/14/2009     15.94         0.0          
1242345600       5/15/2009     15.79         0.0          
1242432000       5/16/2009     17.3          0.0          
1242518400       5/17/2009     14.34         0.0          
1242604800       5/18/2009     17.58         0.0          
1242691200       5/19/2009     15.36         0.0          
1242777600       5/20/2009     15.61         0.0          
1242864000       5/21/2009     18.03         0.0          
1242950400       5/22/2009     15.96         0.0          
1243036800       5/23/2009     19.07         0.0          
1243123200       5/24/2009     18.85         0.0          
1243209600       5/25/2009     40.98         0.0          
1243296000       5/26/2009     101.1         284.5        
1243382400       5/27/2009     397.9         15890.0      
1243468800       5/28/2009     251.9         2292.0       
1243555200       5/29/2009     228.6         524.5        
1243641600       5/30/2009     227.3         156.0        
1243728000       5/31/2009     213.7         45.32        
1243814400       6/1/2009      218.2         107.6        
1243900800       6/2/2009      198.8         13.28        
1243987200       6/3/2009      180.9         2.593        
1244073600       6/4/2009      192.7         328.4        
1244160000       6/5/2009      214.0         676.4        
1244246400       6/6/2009      224.1         674.7        
1244332800       6/7/2009      200.5         61.78        
1244419200       6/8/2009      184.8         8.516        
1244505600       6/9/2009      168.2         1.229        
1244592000       6/10/2009     151.8         0.1788       
1244678400       6/11/2009     136.1         0.02653      
1244764800       6/12/2009     122.0         0.0          
1244851200       6/13/2009     107.3         0.0          
1244937600       6/14/2009     95.18         0.0          
1245024000       6/15/2009     87.87         0.0          
1245110400       6/16/2009     102.3         153.8        
1245196800       6/17/2009     101.1         19.51        
1245283200       6/18/2009     113.3         11.28        
1245369600       6/19/2009     104.1         1.266        
1245456000       6/20/2009     98.92         0.1871       
1245542400       6/21/2009     92.07         0.02753      
1245628800       6/22/2009     84.72         0.0          
1245715200       6/23/2009     83.23         0.0          
1245801600       6/24/2009     77.1          0.0          
1245888000       6/25/2009     85.05         0.01129      
1245974400       6/26/2009     121.9         178.8        
1246060800       6/27/2009     122.1         18.23        
1246147200       6/28/2009     152.2         201.0        
1246233600       6/29/2009     153.1         20.02        
1246320000       6/30/2009     225.8         1083.0       
1246406400       7/1/2009      207.4         168.0        
1246492800       7/2/2009      201.2         22.19        
1246579200       7/3/2009      200.9         17.17        
1246665600       7/4/2009      723.6         27490.0      
1246752000       7/5/2009      555.3         9224.0       
1246838400       7/6/2009      357.9         1470.0       
1246924800       7/7/2009      377.7         1510.0       
1247011200       7/8/2009      319.1         203.7        
1247097600       7/9/2009      292.7         45.92        
1247184000       7/10/2009     375.8         2199.0       
1247270400       7/11/2009     725.3         12610.0      
1247356800       7/12/2009     1218.0        17170.0      
1247443200       7/13/2009     569.9         2769.0       
1247529600       7/14/2009     454.6         718.8        
1247616000       7/15/2009     416.8         287.0        
1247702400       7/16/2009     385.9         111.8        
1247788800       7/17/2009     449.4         1075.0       
1247875200       7/18/2009     394.1         436.6        
1247961600       7/19/2009     348.4         46.18        
1248048000       7/20/2009     315.9         6.984        
1248134400       7/21/2009     560.8         5531.0       
1248220800       7/22/2009     1261.0        33450.0      
1248307200       7/23/2009     563.7         4164.0       
1248393600       7/24/2009     444.0         1049.0       
1248480000       7/25/2009     436.1         629.4        
1248566400       7/26/2009     380.2         122.3        
1248652800       7/27/2009     345.9         32.76        
