StreamID: 289
Parameters: FLOW_OUTcms, ORGN_OUTkg
Dates: 01/01/2001 - 12/31/2015



UTCoffset(sec)   Date(m/d/y)   FLOW_OUTcms   ORGN_OUTkg
1095897600       9/23/2004     167.2         0.3775       
1095984000       9/24/2004     155.8         0.05141      
1096070400       9/25/2004     223.1         135.1        
1096156800       9/26/2004     183.2         11.0         
1096243200       9/27/2004     171.3         1.493        
1096329600       9/28/2004     160.5         0.2158       
1096416000       9/29/2004     149.6         0.03171      
1096502400       9/30/2004     138.7         0.0          
1096588800       10/1/2004     128.4         0.0          
1096675200       10/2/2004     118.7         0.0          
1096761600       10/3/2004     108.1         0.0          
1096848000       10/4/2004     100.8         0.0          
1096934400       10/5/2004     93.67         0.0          
1097020800       10/6/2004     87.65         0.0          
1097107200       10/7/2004     81.32         0.0          
1097193600       10/8/2004     76.97         0.0          
1097280000       10/9/2004     75.14         0.0          
1097366400       10/10/2004    70.71         0.0          
1097452800       10/11/2004    66.37         0.0          
1097539200       10/12/2004    63.58         0.0          
1097625600       10/13/2004    60.63         0.0          
1097712000       10/14/2004    57.25         0.0          
1097798400       10/15/2004    56.06         0.0          
1097884800       10/16/2004    53.52         0.0          
1097971200       10/17/2004    51.73         0.0          
1098057600       10/18/2004    49.04         0.0          
1098144000       10/19/2004    48.43         0.0          
1098230400       10/20/2004    45.81         0.0          
1098316800       10/21/2004    45.43         0.0          
1098403200       10/22/2004    43.65         0.0          
1098489600       10/23/2004    41.64         0.0          
1098576000       10/24/2004    40.62         0.0          
1098662400       10/25/2004    40.05         0.0          
1098748800       10/26/2004    38.65         0.0          
1098835200       10/27/2004    36.89         0.0          
1098921600       10/28/2004    36.01         0.0          
1099008000       10/29/2004    35.6          0.0          
1099094400       10/30/2004    33.72         0.0          
1099180800       10/31/2004    33.64         0.0          
1099267200       11/1/2004     31.77         0.0          
1099353600       11/2/2004     31.06         0.0          
1099440000       11/3/2004     30.74         0.0          
1099526400       11/4/2004     29.17         0.0          
1099612800       11/5/2004     29.1          0.0          
1099699200       11/6/2004     27.44         0.0          
1099785600       11/7/2004     26.81         0.0          
1099872000       11/8/2004     26.55         0.0          
1099958400       11/9/2004     25.09         0.0          
1100044800       11/10/2004    24.55         0.0          
1100131200       11/11/2004    24.33         0.0          
1100217600       11/12/2004    22.94         0.0          
1100304000       11/13/2004    22.95         0.0          
1100390400       11/14/2004    21.61         0.0          
1100476800       11/15/2004    21.13         0.0          
1100563200       11/16/2004    21.02         0.0          
1100649600       11/17/2004    19.8          0.0          
1100736000       11/18/2004    19.37         0.0          
1100822400       11/19/2004    19.29         0.0          
1100908800       11/20/2004    18.06         0.0          
1100995200       11/21/2004    17.59         0.0          
1101081600       11/22/2004    17.57         0.0          
1101168000       11/23/2004    16.52         0.0          
1101254400       11/24/2004    16.13         0.0          
1101340800       11/25/2004    15.61         0.0          
1101427200       11/26/2004    17.5          0.0          
1101513600       11/27/2004    16.29         0.0          
1101600000       11/28/2004    15.52         0.0          
1101686400       11/29/2004    15.32         0.0          
1101772800       11/30/2004    14.22         0.0          
1101859200       12/1/2004     14.25         0.0          
1101945600       12/2/2004     13.21         0.0          
1102032000       12/3/2004     12.75         0.0          
1102118400       12/4/2004     12.76         0.0          
1102204800       12/5/2004     11.88         0.0          
1102291200       12/6/2004     11.5          0.0          
1102377600       12/7/2004     11.49         0.0          
1102464000       12/8/2004     10.66         0.0          
1102550400       12/9/2004     10.39         0.0          
1102636800       12/10/2004    10.06         0.0          
1102723200       12/11/2004    10.16         0.0          
1102809600       12/12/2004    9.437         0.0          
1102896000       12/13/2004    9.159         0.0          
1102982400       12/14/2004    8.826         0.0          
1103068800       12/15/2004    8.904         0.0          
1103155200       12/16/2004    8.276         0.0          
1103241600       12/17/2004    8.056         0.0          
1103328000       12/18/2004    7.786         0.0          
1103414400       12/19/2004    7.56          0.0          
1103500800       12/20/2004    7.691         0.0          
1103587200       12/21/2004    7.135         0.0          
1103673600       12/22/2004    6.913         0.0          
1103760000       12/23/2004    6.716         0.0          
1103846400       12/24/2004    6.515         0.0          
1103932800       12/25/2004    6.605         0.0          
1104019200       12/26/2004    6.093         0.0          
1104105600       12/27/2004    5.919         0.0          
1104192000       12/28/2004    5.779         0.0          
1104278400       12/29/2004    5.586         0.0          
1104364800       12/30/2004    5.439         0.0          
1104451200       12/31/2004    5.623         0.0          
1104537600       1/1/2005      5.165         0.0          
1104624000       1/2/2005      4.988         0.0          
1104710400       1/3/2005      4.861         0.0          
1104796800       1/4/2005      4.693         0.0          
1104883200       1/5/2005      4.551         0.0          
1104969600       1/6/2005      4.708         0.0          
1105056000       1/7/2005      4.306         0.0          
1105142400       1/8/2005      4.161         0.0          
1105228800       1/9/2005      4.04          0.0          
1105315200       1/10/2005     3.925         0.0          
1105401600       1/11/2005     3.834         0.0          
1105488000       1/12/2005     3.71          0.0          
1105574400       1/13/2005     3.826         0.0          
1105660800       1/14/2005     3.491         0.0          
1105747200       1/15/2005     3.355         0.0          
1105833600       1/16/2005     3.307         0.0          
1105920000       1/17/2005     3.246         0.0          
1106006400       1/18/2005     3.157         0.0          
1106092800       1/19/2005     3.063         0.0          
1106179200       1/20/2005     3.188         0.0          
1106265600       1/21/2005     2.9           0.0          
1106352000       1/22/2005     2.805         0.0          
1106438400       1/23/2005     2.73          0.0          
1106524800       1/24/2005     2.614         0.0          
1106611200       1/25/2005     2.512         0.0          
1106697600       1/26/2005     2.441         0.0          
1106784000       1/27/2005     2.385         0.0          
1106870400       1/28/2005     2.317         0.0          
1106956800       1/29/2005     2.363         0.0          
1107043200       1/30/2005     2.168         0.0          
1107129600       1/31/2005     2.129         0.0          
1107216000       2/1/2005      2.031         0.0          
1107302400       2/2/2005      1.908         0.0          
1107388800       2/3/2005      1.845         0.0          
1107475200       2/4/2005      1.825         0.0          
1107561600       2/5/2005      2.116         0.0          
1107648000       2/6/2005      4.516         0.0          
1107734400       2/7/2005      4.658         0.0          
1107820800       2/8/2005      4.595         0.0          
1107907200       2/9/2005      3.872         0.0          
1107993600       2/10/2005     3.662         0.0          
1108080000       2/11/2005     3.106         0.0          
1108166400       2/12/2005     3.015         0.0          
1108252800       2/13/2005     2.551         0.0          
1108339200       2/14/2005     2.286         0.0          
1108425600       2/15/2005     2.271         0.0          
1108512000       2/16/2005     1.997         0.0          
1108598400       2/17/2005     1.827         0.0          
1108684800       2/18/2005     1.837         0.0          
1108771200       2/19/2005     1.57          0.0          
1108857600       2/20/2005     1.469         0.0          
1108944000       2/21/2005     1.404         0.0          
1109030400       2/22/2005     1.313         0.0          
1109116800       2/23/2005     1.23          0.0          
1109203200       2/24/2005     1.3           0.0          
1109289600       2/25/2005     1.184         0.0          
1109376000       2/26/2005     1.1           0.0          
1109462400       2/27/2005     1.041         0.0          
1109548800       2/28/2005     1.023         0.0          
1109635200       3/1/2005      0.9266        0.0          
1109721600       3/2/2005      0.8419        0.0          
1109808000       3/3/2005      0.8276        0.0          
1109894400       3/4/2005      0.838         0.0          
1109980800       3/5/2005      0.8328        0.0          
1110067200       3/6/2005      0.9164        0.0          
1110153600       3/7/2005      0.791         0.0          
1110240000       3/8/2005      0.7028        0.0          
1110326400       3/9/2005      0.6486        0.0          
1110412800       3/10/2005     0.6138        0.0          
1110499200       3/11/2005     0.5957        0.0          
1110585600       3/12/2005     0.5778        0.0          
1110672000       3/13/2005     0.5272        0.0          
1110758400       3/14/2005     0.5258        0.0          
1110844800       3/15/2005     0.6208        0.0          
1110931200       3/16/2005     0.6511        0.0          
1111017600       3/17/2005     0.5782        0.0          
1111104000       3/18/2005     0.5236        0.0          
1111190400       3/19/2005     0.4773        0.0          
1111276800       3/20/2005     0.5277        0.0          
1111363200       3/21/2005     0.4771        0.0          
1111449600       3/22/2005     0.44          0.0          
1111536000       3/23/2005     0.4093        0.0          
1111622400       3/24/2005     0.3924        0.0          
1111708800       3/25/2005     0.3908        0.0          
1111795200       3/26/2005     0.3879        0.0          
1111881600       3/27/2005     0.3629        0.0          
1111968000       3/28/2005     0.3372        0.0          
1112054400       3/29/2005     0.3143        0.0          
1112140800       3/30/2005     0.2674        0.0          
1112227200       3/31/2005     0.2115        0.0          
1112313600       4/1/2005      3.279         0.0          
1112400000       4/2/2005      4.587         0.0          
1112486400       4/3/2005      5.761         0.0          
1112572800       4/4/2005      5.843         0.0          
1112659200       4/5/2005      5.965         0.0          
1112745600       4/6/2005      5.162         0.0          
1112832000       4/7/2005      4.272         0.0          
1112918400       4/8/2005      3.581         0.0          
1113004800       4/9/2005      3.006         0.0          
1113091200       4/10/2005     2.323         0.0          
1113177600       4/11/2005     2.124         0.0          
1113264000       4/12/2005     9.928         0.0          
1113350400       4/13/2005     11.19         0.0          
1113436800       4/14/2005     9.439         0.0          
1113523200       4/15/2005     7.889         0.0          
1113609600       4/16/2005     6.812         0.0          
1113696000       4/17/2005     5.639         0.0          
1113782400       4/18/2005     4.618         0.0          
1113868800       4/19/2005     4.183         0.0          
1113955200       4/20/2005     6.789         0.0          
1114041600       4/21/2005     6.509         0.0          
1114128000       4/22/2005     6.164         0.0          
1114214400       4/23/2005     5.311         0.0          
1114300800       4/24/2005     4.344         0.0          
1114387200       4/25/2005     3.689         0.0          
1114473600       4/26/2005     8.052         0.0          
1114560000       4/27/2005     14.03         0.0          
1114646400       4/28/2005     13.3          0.0          
1114732800       4/29/2005     11.69         0.0          
1114819200       4/30/2005     9.956         0.0          
1114905600       5/1/2005      8.439         0.0          
1114992000       5/2/2005      7.634         0.0          
1115078400       5/3/2005      7.544         0.0          
1115164800       5/4/2005      6.405         0.0          
1115251200       5/5/2005      5.228         0.0          
1115337600       5/6/2005      4.928         0.0          
1115424000       5/7/2005      5.546         0.0          
1115510400       5/8/2005      5.065         0.0          
1115596800       5/9/2005      4.063         0.0          
1115683200       5/10/2005     3.375         0.0          
1115769600       5/11/2005     3.021         0.0          
1115856000       5/12/2005     4.183         0.0          
1115942400       5/13/2005     8.747         0.0          
1116028800       5/14/2005     8.561         0.0          
1116115200       5/15/2005     7.237         0.0          
1116201600       5/16/2005     6.275         0.0          
1116288000       5/17/2005     5.003         0.0          
1116374400       5/18/2005     4.707         0.0          
1116460800       5/19/2005     10.02         0.0          
1116547200       5/20/2005     11.15         0.0          
1116633600       5/21/2005     18.75         0.0          
1116720000       5/22/2005     18.42         0.0          
1116806400       5/23/2005     22.9          0.0          
1116892800       5/24/2005     20.08         0.0          
1116979200       5/25/2005     16.9          0.0          
1117065600       5/26/2005     41.74         0.0          
1117152000       5/27/2005     91.85         11.6         
1117238400       5/28/2005     107.8         1.468        
1117324800       5/29/2005     103.9         0.1524       
1117411200       5/30/2005     102.4         0.02219      
1117497600       5/31/2005     102.6         0.0          
1117584000       6/1/2005      93.35         0.0          
1117670400       6/2/2005      134.3         27.09        
1117756800       6/3/2005      134.5         2.303        
1117843200       6/4/2005      175.7         89.11        
1117929600       6/5/2005      176.3         8.189        
1118016000       6/6/2005      388.1         1867.0       
1118102400       6/7/2005      254.4         239.2        
1118188800       6/8/2005      236.6         61.91        
1118275200       6/9/2005      225.2         17.86        
1118361600       6/10/2005     248.8         100.6        
1118448000       6/11/2005     238.3         21.0         
1118534400       6/12/2005     274.6         180.0        
1118620800       6/13/2005     240.5         14.67        
1118707200       6/14/2005     221.5         2.018        
1118793600       6/15/2005     212.7         1.605        
1118880000       6/16/2005     236.9         107.0        
1118966400       6/17/2005     211.9         8.817        
1119052800       6/18/2005     194.1         1.195        
1119139200       6/19/2005     185.8         1.285        
1119225600       6/20/2005     176.5         0.2508       
1119312000       6/21/2005     172.4         0.789        
1119398400       6/22/2005     167.0         0.2975       
1119484800       6/23/2005     249.3         473.2        
1119571200       6/24/2005     373.3         970.6        
1119657600       6/25/2005     263.4         111.5        
1119744000       6/26/2005     241.8         23.68        
1119830400       6/27/2005     229.0         6.02         
1119916800       6/28/2005     215.4         1.687        
1120003200       6/29/2005     350.4         859.0        
1120089600       6/30/2005     472.1         930.1        
1120176000       7/1/2005      889.0         5884.0       
1120262400       7/2/2005      503.2         1206.0       
1120348800       7/3/2005      438.7         450.1        
1120435200       7/4/2005      384.7         90.8         
1120521600       7/5/2005      352.2         24.71        
1120608000       7/6/2005      322.9         7.261        
1120694400       7/7/2005      363.7         209.0        
1120780800       7/8/2005      1102.0        8410.0       
1120867200       7/9/2005      643.0         2044.0       
1120953600       7/10/2005     543.2         877.3        
1121040000       7/11/2005     431.8         179.6        
1121126400       7/12/2005     421.6         149.7        
1121212800       7/13/2005     438.2         162.2        
1121299200       7/14/2005     373.3         17.24        
1121385600       7/15/2005     338.5         3.162        
1121472000       7/16/2005     323.3         23.83        
1121558400       7/17/2005     747.5         2460.0       
1121644800       7/18/2005     398.5         298.4        
1121731200       7/19/2005     343.0         76.66        
1121817600       7/20/2005     381.2         147.0        
1121904000       7/21/2005     373.8         168.2        
1121990400       7/22/2005     909.4         4694.0       
1122076800       7/23/2005     477.7         641.1        
1122163200       7/24/2005     671.3         2176.0       
1122249600       7/25/2005     486.1         392.4        
1122336000       7/26/2005     433.7         99.86        
1122422400       7/27/2005     395.2         24.21        
1122508800       7/28/2005     370.7         11.04        
1122595200       7/29/2005     527.8         777.4        
1122681600       7/30/2005     411.4         159.2        
1122768000       7/31/2005     504.2         817.7        
1122854400       8/1/2005      401.4         92.66        
1122940800       8/2/2005      363.6         14.9         
1123027200       8/3/2005      335.3         3.028        
1123113600       8/4/2005      309.3         0.7241       
1123200000       8/5/2005      281.3         0.1956       
1123286400       8/6/2005      254.4         0.05696      
1123372800       8/7/2005      230.6         0.0          
1123459200       8/8/2005      209.7         0.0          
1123545600       8/9/2005      190.3         0.0          
1123632000       8/10/2005     173.1         0.0          
1123718400       8/11/2005     266.9         302.5        
1123804800       8/12/2005     328.2         449.1        
1123891200       8/13/2005     264.7         50.84        
1123977600       8/14/2005     326.7         106.6        
1124064000       8/15/2005     279.0         9.993        
1124150400       8/16/2005     280.5         13.81        
1124236800       8/17/2005     337.2         148.3        
1124323200       8/18/2005     302.8         24.39        
1124409600       8/19/2005     281.9         2.97         
1124496000       8/20/2005     262.0         0.4243       
1124582400       8/21/2005     708.6         3130.0       
1124668800       8/22/2005     519.5         606.1        
1124755200       8/23/2005     377.4         122.1        
1124841600       8/24/2005     344.7         33.28        
1124928000       8/25/2005     429.7         241.8        
1125014400       8/26/2005     357.1         33.63        
1125100800       8/27/2005     413.3         282.8        
1125187200       8/28/2005     485.4         480.3        
1125273600       8/29/2005     382.8         45.94        
1125360000       8/30/2005     360.4         11.55        
1125446400       8/31/2005     341.0         6.306        
1125532800       9/1/2005      345.7         31.12        
1125619200       9/2/2005      411.2         140.9        
1125705600       9/3/2005      329.9         11.66        
1125792000       9/4/2005      307.7         2.195        
1125878400       9/5/2005      502.2         924.9        
1125964800       9/6/2005      457.6         447.5        
1126051200       9/7/2005      425.8         228.7        
1126137600       9/8/2005      375.4         29.41        
1126224000       9/9/2005      419.2         145.4        
1126310400       9/10/2005     459.1         225.2        
1126396800       9/11/2005     453.5         166.5        
1126483200       9/12/2005     382.4         14.94        
1126569600       9/13/2005     365.6         9.687        
1126656000       9/14/2005     333.9         1.089        
1126742400       9/15/2005     305.3         0.1575       
1126828800       9/16/2005     280.3         0.2868       
1126915200       9/17/2005     375.9         302.3        
1127001600       9/18/2005     656.4         1640.0       
1127088000       9/19/2005     401.0         205.9        
1127174400       9/20/2005     349.9         45.85        
1127260800       9/21/2005     321.6         12.25        
1127347200       9/22/2005     298.1         3.645        
1127433600       9/23/2005     274.0         1.096        
1127520000       9/24/2005     255.9         0.3696       
1127606400       9/25/2005     572.5         1397.0       
1127692800       9/26/2005     332.0         142.7        
1127779200       9/27/2005     564.2         626.6        
1127865600       9/28/2005     371.9         79.38        
1127952000       9/29/2005     454.8         234.2        
1128038400       9/30/2005     362.2         26.07        
1128124800       10/1/2005     413.3         199.4        
1128211200       10/2/2005     349.5         16.37        
1128297600       10/3/2005     321.0         2.414        
1128384000       10/4/2005     294.5         0.4118       
1128470400       10/5/2005     269.0         0.07982      
1128556800       10/6/2005     244.1         0.0          
1128643200       10/7/2005     223.9         0.122        
1128729600       10/8/2005     202.5         0.0          
1128816000       10/9/2005     183.5         0.0          
1128902400       10/10/2005    166.8         0.0          
1128988800       10/11/2005    152.1         0.0          
1129075200       10/12/2005    139.2         0.0          
1129161600       10/13/2005    128.2         0.0          
1129248000       10/14/2005    119.8         0.0          
1129334400       10/15/2005    109.7         0.0          
1129420800       10/16/2005    102.4         0.0          
1129507200       10/17/2005    95.24         0.0          
1129593600       10/18/2005    91.15         0.0          
1129680000       10/19/2005    84.77         0.0          
1129766400       10/20/2005    81.23         0.0          
1129852800       10/21/2005    77.09         0.0          
1129939200       10/22/2005    73.84         0.0          
1130025600       10/23/2005    70.69         0.0          
1130112000       10/24/2005    67.89         0.0          
1130198400       10/25/2005    65.38         0.0          
1130284800       10/26/2005    62.95         0.0          
1130371200       10/27/2005    60.79         0.0          
1130457600       10/28/2005    57.85         0.0          
1130544000       10/29/2005    57.18         0.0          
1130630400       10/30/2005    58.82         0.0          
1130716800       10/31/2005    56.44         0.0          
1130803200       11/1/2005     54.48         0.0          
1130889600       11/2/2005     52.91         0.0          
1130976000       11/3/2005     50.6          0.0          
1131062400       11/4/2005     48.89         0.0          
1131148800       11/5/2005     48.4          0.0          
1131235200       11/6/2005     45.94         0.0          
1131321600       11/7/2005     46.28         0.0          
1131408000       11/8/2005     46.18         0.0          
1131494400       11/9/2005     44.78         0.0          
1131580800       11/10/2005    42.63         0.0          
1131667200       11/11/2005    73.69         7.894        
1131753600       11/12/2005    67.65         1.238        
1131840000       11/13/2005    65.33         0.1916       
1131926400       11/14/2005    61.93         0.02881      
1132012800       11/15/2005    58.56         0.0          
1132099200       11/16/2005    54.94         0.0          
1132185600       11/17/2005    51.55         0.0          
1132272000       11/18/2005    48.99         0.0          
1132358400       11/19/2005    44.92         0.0          
1132444800       11/20/2005    42.48         0.0          
1132531200       11/21/2005    39.82         0.0          
1132617600       11/22/2005    37.63         0.0          
1132704000       11/23/2005    35.63         0.0          
1132790400       11/24/2005    33.83         0.0          
1132876800       11/25/2005    31.44         0.0          
1132963200       11/26/2005    30.82         0.0          
1133049600       11/27/2005    29.32         0.0          
1133136000       11/28/2005    27.52         0.0          
1133222400       11/29/2005    27.21         0.0          
1133308800       11/30/2005    25.4          0.0          
1133395200       12/1/2005     24.62         0.0          
1133481600       12/2/2005     24.24         0.0          
1133568000       12/3/2005     22.74         0.0          
1133654400       12/4/2005     22.71         0.0          
1133740800       12/5/2005     21.31         0.0          
1133827200       12/6/2005     20.77         0.0          
1133913600       12/7/2005     20.67         0.0          
1134000000       12/8/2005     19.42         0.0          
1134086400       12/9/2005     19.42         0.0          
1134172800       12/10/2005    18.19         0.0          
1134259200       12/11/2005    17.72         0.0          
1134345600       12/12/2005    17.69         0.0          
1134432000       12/13/2005    16.63         0.0          
1134518400       12/14/2005    16.23         0.0          
1134604800       12/15/2005    15.75         0.0          
1134691200       12/16/2005    15.76         0.0          
1134777600       12/17/2005    14.81         0.0          
1134864000       12/18/2005    14.43         0.0          
1134950400       12/19/2005    14.45         0.0          
1135036800       12/20/2005    13.49         0.0          
1135123200       12/21/2005    13.19         0.0          
1135209600       12/22/2005    12.83         0.0          
1135296000       12/23/2005    12.91         0.0          
1135382400       12/24/2005    12.08         0.0          
1135468800       12/25/2005    11.76         0.0          
1135555200       12/26/2005    12.2          0.0          
1135641600       12/27/2005    12.81         0.0          
1135728000       12/28/2005    12.84         0.0          
1135814400       12/29/2005    11.62         0.0          
1135900800       12/30/2005    11.2          0.0          
1135987200       12/31/2005    11.09         0.0          
1136073600       1/1/2006      10.21         0.0          
1136160000       1/2/2006      9.888         0.0          
1136246400       1/3/2006      9.874         0.0          
1136332800       1/4/2006      9.135         0.0          
1136419200       1/5/2006      8.863         0.0          
1136505600       1/6/2006      8.927         0.0          
1136592000       1/7/2006      8.266         0.0          
1136678400       1/8/2006      8.037         0.0          
1136764800       1/9/2006      7.764         0.0          
1136851200       1/10/2006     7.506         0.0          
1136937600       1/11/2006     7.62          0.0          
1137024000       1/12/2006     7.002         0.0          
1137110400       1/13/2006     6.795         0.0          
1137196800       1/14/2006     6.626         0.0          
1137283200       1/15/2006     6.407         0.0          
1137369600       1/16/2006     6.522         0.0          
1137456000       1/17/2006     6.045         0.0          
1137542400       1/18/2006     5.844         0.0          
1137628800       1/19/2006     5.652         0.0          
1137715200       1/20/2006     5.516         0.0          
1137801600       1/21/2006     5.691         0.0          
1137888000       1/22/2006     5.245         0.0          
1137974400       1/23/2006     5.097         0.0          
1138060800       1/24/2006     4.927         0.0          
1138147200       1/25/2006     4.778         0.0          
1138233600       1/26/2006     4.671         0.0          
1138320000       1/27/2006     4.551         0.0          
1138406400       1/28/2006     4.682         0.0          
1138492800       1/29/2006     4.301         0.0          
1138579200       1/30/2006     4.16          0.0          
1138665600       1/31/2006     4.006         0.0          
1138752000       2/1/2006      3.869         0.0          
1138838400       2/2/2006      3.775         0.0          
1138924800       2/3/2006      3.651         0.0          
1139011200       2/4/2006      3.773         0.0          
1139097600       2/5/2006      3.497         0.0          
1139184000       2/6/2006      3.722         0.0          
1139270400       2/7/2006      3.582         0.0          
1139356800       2/8/2006      3.388         0.0          
1139443200       2/9/2006      3.275         0.0          
1139529600       2/10/2006     3.161         0.0          
1139616000       2/11/2006     3.061         0.0          
1139702400       2/12/2006     4.349         0.0          
1139788800       2/13/2006     4.397         0.0          
1139875200       2/14/2006     4.055         0.0          
1139961600       2/15/2006     3.746         0.0          
1140048000       2/16/2006     3.702         0.0          
1140134400       2/17/2006     4.14          0.0          
1140220800       2/18/2006     4.027         0.0          
1140307200       2/19/2006     3.666         0.0          
1140393600       2/20/2006     3.647         0.0          
1140480000       2/21/2006     3.146         0.0          
1140566400       2/22/2006     3.039         0.0          
1140652800       2/23/2006     2.747         0.0          
1140739200       2/24/2006     2.624         0.0          
1140825600       2/25/2006     2.466         0.0          
1140912000       2/26/2006     2.312         0.0          
1140998400       2/27/2006     2.363         0.0          
1141084800       2/28/2006     2.133         0.0          
1141171200       3/1/2006      2.034         0.0          
1141257600       3/2/2006      1.924         0.0          
1141344000       3/3/2006      1.833         0.0          
1141430400       3/4/2006      1.681         0.0          
1141516800       3/5/2006      1.717         0.0          
1141603200       3/6/2006      1.657         0.0          
1141689600       3/7/2006      1.585         0.0          
1141776000       3/8/2006      1.456         0.0          
1141862400       3/9/2006      1.381         0.0          
1141948800       3/10/2006     1.347         0.0          
1142035200       3/11/2006     1.301         0.0          
1142121600       3/12/2006     1.195         0.0          
1142208000       3/13/2006     1.368         0.0          
1142294400       3/14/2006     1.303         0.0          
1142380800       3/15/2006     1.221         0.0          
1142467200       3/16/2006     1.144         0.0          
1142553600       3/17/2006     1.149         0.0          
1142640000       3/18/2006     1.214         0.0          
1142726400       3/19/2006     5.772         0.0          
1142812800       3/20/2006     6.817         0.0          
1142899200       3/21/2006     6.381         0.0          
1142985600       3/22/2006     5.434         0.0          
1143072000       3/23/2006     4.366         0.0          
1143158400       3/24/2006     3.989         0.0          
1143244800       3/25/2006     3.541         0.0          
1143331200       3/26/2006     2.885         0.0          
1143417600       3/27/2006     2.701         0.0          
1143504000       3/28/2006     10.38         0.0          
1143590400       3/29/2006     13.99         0.0          
1143676800       3/30/2006     12.85         0.0          
1143763200       3/31/2006     10.72         0.0          
1143849600       4/1/2006      8.929         0.0          
1143936000       4/2/2006      7.468         0.0          
1144022400       4/3/2006      6.335         0.0          
1144108800       4/4/2006      5.412         0.0          
1144195200       4/5/2006      4.628         0.0          
1144281600       4/6/2006      4.815         0.0          
1144368000       4/7/2006      4.551         0.0          
1144454400       4/8/2006      8.019         0.0          
1144540800       4/9/2006      10.02         0.0          
1144627200       4/10/2006     8.433         0.0          
1144713600       4/11/2006     7.325         0.0          
1144800000       4/12/2006     6.157         0.0          
1144886400       4/13/2006     5.665         0.0          
1144972800       4/14/2006     6.695         0.0          
1145059200       4/15/2006     5.857         0.0          
1145145600       4/16/2006     5.396         0.0          
1145232000       4/17/2006     4.528         0.0          
1145318400       4/18/2006     3.986         0.0          
1145404800       4/19/2006     3.819         0.0          
1145491200       4/20/2006     2.948         0.0          
1145577600       4/21/2006     2.576         0.0          
1145664000       4/22/2006     2.351         0.0          
1145750400       4/23/2006     2.229         0.0          
1145836800       4/24/2006     12.17         0.0          
1145923200       4/25/2006     12.84         0.0          
1146009600       4/26/2006     14.22         0.0          
1146096000       4/27/2006     12.77         0.0          
1146182400       4/28/2006     16.09         0.0          
1146268800       4/29/2006     14.48         0.0          
1146355200       4/30/2006     14.39         0.0          
1146441600       5/1/2006      12.07         0.0          
1146528000       5/2/2006      10.37         0.0          
1146614400       5/3/2006      13.81         0.0          
1146700800       5/4/2006      12.26         0.0          
1146787200       5/5/2006      15.83         0.0          
1146873600       5/6/2006      15.98         0.0          
1146960000       5/7/2006      14.46         0.0          
1147046400       5/8/2006      42.4          0.0          
1147132800       5/9/2006      50.34         0.0          
1147219200       5/10/2006     49.52         0.0          
1147305600       5/11/2006     47.95         0.0          
1147392000       5/12/2006     44.12         0.0          
1147478400       5/13/2006     43.31         0.0          
1147564800       5/14/2006     37.84         0.0          
1147651200       5/15/2006     34.66         0.0          
1147737600       5/16/2006     30.9          0.0          
1147824000       5/17/2006     27.04         0.0          
1147910400       5/18/2006     25.46         0.0          
1147996800       5/19/2006     24.0          0.0          
1148083200       5/20/2006     20.61         0.0          
1148169600       5/21/2006     19.95         0.0          
1148256000       5/22/2006     131.8         691.5        
1148342400       5/23/2006     128.2         141.8        
1148428800       5/24/2006     135.9         39.04        
1148515200       5/25/2006     146.5         11.81        
1148601600       5/26/2006     141.6         3.637        
1148688000       5/27/2006     133.2         1.143        
1148774400       5/28/2006     126.1         0.3621       
1148860800       5/29/2006     137.2         1.06         
1148947200       5/30/2006     132.5         0.1299       
1149033600       5/31/2006     155.4         16.44        
1149120000       6/1/2006      211.7         416.2        
1149206400       6/2/2006      322.7         1155.0       
1149292800       6/3/2006      358.5         1707.0       
1149379200       6/4/2006      278.0         235.1        
1149465600       6/5/2006      255.5         56.16        
1149552000       6/6/2006      235.5         15.52        
1149638400       6/7/2006      214.5         4.591        
1149724800       6/8/2006      193.3         1.412        
1149811200       6/9/2006      172.9         0.4426       
1149897600       6/10/2006     154.3         0.1405       
1149984000       6/11/2006     136.7         0.04406      
1150070400       6/12/2006     122.3         0.014        
1150156800       6/13/2006     107.5         0.0          
1150243200       6/14/2006     101.2         0.1412       
1150329600       6/15/2006     89.2          0.0          
1150416000       6/16/2006     81.16         0.0          
1150502400       6/17/2006     77.02         0.0          
1150588800       6/18/2006     400.0         5130.0       
1150675200       6/19/2006     220.7         818.9        
1150761600       6/20/2006     190.2         215.8        
1150848000       6/21/2006     177.2         63.76        
1150934400       6/22/2006     165.1         19.58        
1151020800       6/23/2006     152.9         6.128        
1151107200       6/24/2006     139.6         1.924        
1151193600       6/25/2006     127.5         0.6096       
1151280000       6/26/2006     116.8         0.1917       
1151366400       6/27/2006     103.0         0.05972      
1151452800       6/28/2006     94.35         0.0199       
1151539200       6/29/2006     87.59         0.0          
1151625600       6/30/2006     148.4         174.5        
1151712000       7/1/2006      167.2         116.8        
1151798400       7/2/2006      158.2         10.59        
1151884800       7/3/2006      202.8         144.3        
1151971200       7/4/2006      461.3         4652.0       
1152057600       7/5/2006      408.7         2227.0       
1152144000       7/6/2006      309.4         388.5        
1152230400       7/7/2006      283.6         102.9        
1152316800       7/8/2006      262.4         30.09        
1152403200       7/9/2006      244.2         9.184        
1152489600       7/10/2006     455.8         2301.0       
1152576000       7/11/2006     360.2         586.5        
1152662400       7/12/2006     308.7         100.6        
